,feature,corr,p-value,q-value,EGFRi
BRD:BRD-K19284129-001-02-6,SALVINORIN-A,0.0844708918241818,0.0508505700433876,0.4949752855977701,
BRD:BRD-K94832621-001-02-3,Y-134,0.0842938068599105,0.0473573949347491,0.4786774139719588,
BRD:BRD-K60005752-001-01-9,S-111,0.0836918610839718,0.0487624757757086,0.4874783238958979,
BRD:BRD-A78341343-001-01-6,REGADENOSON,0.0836775727639648,0.0481924969542304,0.4854124729790569,
BRD:BRD-K28120222-001-08-4,PARTHENOLIDE-(ALTERNATE-STEREO),0.0835625634681317,0.0501498058012088,0.4917487585043424,
BRD:BRD-K34321528-003-01-2,CGP-71683,0.0834446880144197,0.0498483887535206,0.4909623850901486,
BRD:BRD-K31468676-237-01-8,OXONIC-ACID,0.0832234316581941,0.0546067264585616,0.5095306596058219,
BRD:BRD-K07487750-001-03-3,WHI-P154,0.0831915536667174,0.0497178920595214,0.4909623850901486,
BRD:BRD-K44353683-001-08-3,NATEGLINIDE,0.0831892585227689,0.0529160939299536,0.5025896624616712,
BRD:BRD-K81694556-003-01-9,VTP-27999,0.0831400196923887,0.0546227886829615,0.5095306596058219,
BRD:BRD-K22316123-001-01-9,BMS-983970,0.0830794759768546,0.0716462546732946,0.5638543305139427,
BRD:BRD-K78118466-001-03-3,LY2157299,0.0829930884669177,0.0500601273789925,0.4916278172817612,
BRD:BRD-A47342814-003-01-8,NALTRINDOLE,0.0829681369951007,0.0522404286640252,0.4999679434183496,
BRD:BRD-A13323580-001-04-8,PERILLYL-ALCOHOL,0.082942612698078,0.0552016584336018,0.5103116318284316,
BRD:BRD-K77554836-001-14-0,TRIAMCINOLONE,0.0828679728418864,0.0538422352042602,0.5056157997037586,
BRD:BRD-K78177893-001-02-4,A-674563,0.0827502493571686,0.0515767116983797,0.4976778934605979,
BRD:BRD-A33447119-001-10-8,OXFENDAZOLE,0.0827307327277837,0.0512100986339492,0.4962981611424074,
BRD:BRD-K07788774-001-02-9,NTRC-824,0.0826095486271405,0.0167604957621394,0.2839475338023521,
BRD:BRD-K83607951-001-02-2,SKEPINONE-L,0.0822710397757416,0.0527340743480585,0.5015763814419623,
BRD:BRD-A49358627-001-14-6,CIPROFIBRATE,0.0818360571787243,0.0544392178845056,0.5095306596058219,
BRD:BRD-K58810291-001-16-2,CLOBETASONE-BUTYRATE,0.0818314923102028,0.0578497467429345,0.5209268529769904,
BRD:BRD-K44030614-001-01-6,PONESIMOD,0.0817868313193375,0.0579870156612026,0.5209268529769904,
BRD:BRD-K47458712-001-20-7,ANISINDIONE,0.081699536244619,0.0765045561357542,0.5810006287703913,
BRD:BRD-K50050533-001-02-1,DOCOSANOL,0.0816868355762112,0.0614357939965969,0.5298645916476421,
BRD:BRD-K24566386-001-01-9,SD-208,0.0816615355059388,0.0562979284085054,0.5139446288533335,
BRD:BRD-A61850409-001-10-7,ALPHA-TOCHOPHERYL-ACETATE,0.0815071150321015,0.0551988715331548,0.5103116318284316,
BRD:BRD-K00004591-001-01-9,BMS-986142,0.081409219046999,0.018212159447389,0.3015555999709519,
BRD:BRD-K00003472-001-01-9,VOCLOSPORIN,0.0812893947214715,0.0184538904170273,0.3033728454236248,
BRD:BRD-A05457250-001-08-4,BAY-K-8644-(+/-),0.0811853506126637,0.0557258946218811,0.5118180961058528,
BRD:BRD-K87696786-003-04-4,LY456236,0.0811295890719333,0.0572412460190494,0.5185200217616749,
BRD:BRD-A59303141-001-10-4,QUINETHAZONE,0.0809210664665577,0.0614282748604243,0.5298645916476421,
BRD:BRD-K55191674-237-18-3,BENZYLPENICILLIN,0.0809174559644026,0.0572150138974919,0.5185200217616749,
BRD:BRD-K95110148-003-01-5,BETA-FUNALTREXAMINE,0.0806553628594237,0.057574338479625,0.5201220428729221,
BRD:BRD-K27217864-001-22-3,BUTAMBEN,0.0805947236831507,0.0586762319789861,0.5236814376891282,
BRD:BRD-K87909389-003-03-4,ALVOCIDIB,0.080529488584091,0.0579664211732702,0.5209268529769904,
BRD:BRD-K45033733-001-12-2,FAMCICLOVIR,0.0804657797018949,0.0597806814071636,0.5257996558768266,
BRD:BRD-A94055480-001-02-9,ISO-1,0.0804296261450787,0.0198806219615626,0.313698161366755,
BRD:BRD-A39390670-236-10-7,RABEPRAZOLE,0.0802694336111713,0.0585551306201984,0.523302093515814,
BRD:BRD-K63828191-003-32-1,RALOXIFENE,0.0802593668312512,0.0581328704959302,0.5209268529769904,
BRD:BRD-K88956297-003-01-9,"1-((Z)-3-CHLOROALLYL)-1,3,5,7-TETRAAZAADAMANTAN-1-IUM",0.0801962777761109,0.0620782444989968,0.5326249379823721,
BRD:BRD-A86414188-003-01-5,RACTOPAMINE,0.0801382600991199,0.0603600319963218,0.5280907924198563,
BRD:BRD-K77245796-003-01-6,GAMMA-AMINOBUTYRIC-ACID,0.0800860226390979,0.0624393158544507,0.5332636951247882,
BRD:BRD-K96259238-001-01-4,Y-320,0.0800394058451096,0.0595141063619987,0.5257996558768266,
BRD:BRD-K50325075-001-02-1,UCL-2077,0.0800277898082612,0.0597822678730486,0.5257996558768266,
BRD:BRD-K89917372-001-01-2,RETIGABINE,0.0799566362311607,0.0600104306566889,0.5271100888024204,
BRD:BRD-K73319509-001-08-0,PF-04217903,0.0799438227758227,0.0595891718821326,0.5257996558768266,
BRD:BRD-K88568253-011-19-9,IPRONIAZID,0.0798572902690602,0.0631939104015407,0.5332636951247882,
BRD:BRD-K05658747-001-02-9,RALTEGRAVIR,0.0798054109546694,0.0614381893589636,0.5298645916476421,
BRD:BRD-A24284985-001-09-9,ANABASINE,0.0797543160702032,0.060897177222197,0.5293125403986788,
BRD:BRD-A22707317-001-10-8,SB-205384,0.079726463930367,0.0602878112948846,0.5280907924198563,
BRD:BRD-K00004550-001-01-9,BMS-626531,0.0796959853227252,0.0208094762911967,0.3237137690345512,
BRD:BRD-K50836978-001-02-5,PURVALANOL-A,0.0795221460045314,0.0611845460940358,0.5298645916476421,
BRD:BRD-K00003464-001-01-9,POCAPAVIR,0.0793290129799392,0.021876808304647,0.3325474650510043,
BRD:BRD-K21565985-001-22-5,XYLAZINE,0.0792768845244192,0.0622266495122892,0.533190951241306,
BRD:BRD-K68132782-003-13-8,TERBINAFINE,0.0792759220257721,0.0617575281497498,0.5305569321561737,
BRD:BRD-K60237333-001-27-1,NIACIN,0.0792579282819027,0.061348077091145,0.5298645916476421,
BRD:BRD-K36258877-001-03-1,AZ-10417808,0.0792189306983396,0.0626567012627988,0.5332636951247882,
BRD:BRD-K29133151-001-03-2,"ICI-185,282",0.0790666602656122,0.0638880106939831,0.5361543092734142,
BRD:BRD-K91263825-003-21-4,NORTRIPTYLINE,0.078795968793192,0.0635948355919788,0.5352900320750886,
BRD:BRD-K24869513-001-02-1,CNX-2006,0.0787420301603019,0.0630608937943616,0.5332636951247882,1.0
BRD:BRD-K01815685-001-15-5,INDOLE-3-CARBINOL,0.0786160373323041,0.0654214670190807,0.5406025131326474,
BRD:BRD-K54997624-001-06-0,ALPELISIB,0.0784330960041885,0.0641053155226378,0.5361543092734142,
BRD:BRD-K76927775-001-11-8,NITROFURANTOIN,0.0784243092062444,0.0691241328931479,0.5509928945925779,
BRD:BRD-K89634775-001-09-9,ALLYLTHIOUREA,0.078365208068895,0.0653046140783854,0.5406025131326474,
BRD:BRD-K20897876-001-10-0,CASTANOSPERMINE,0.0783365218547404,0.0663877684443026,0.5435585072891074,
BRD:BRD-K51486818-003-02-8,LAZABEMIDE,0.0782982652706992,0.0665209312911576,0.5435585072891074,
BRD:BRD-K07955840-001-02-3,PF-05212384,0.0782486549979574,0.0657069923315152,0.5407628614873036,
BRD:BRD-K26060080-065-05-6,ADENINE,0.0782068707095028,0.066839944152843,0.5440346554640939,
BRD:BRD-K21164796-001-02-8,BETA-NAPHTHOL,0.0781723408352251,0.0659715555608276,0.5422698974370251,
BRD:BRD-K22024824-001-03-7,RG4733,0.0780590039662924,0.0666127712029671,0.5435585072891074,
BRD:BRD-K79856806-001-01-0,TA-01,0.0779455831781977,0.0914325430083103,0.6115255386975242,
BRD:BRD-K83551379-001-01-8,LEVODROPROPIZINE,0.0775549974568154,0.0798598032522683,0.5829525793134237,
BRD:BRD-K77554836-001-11-6,TRIAMCINOLONE,0.0774047313675614,0.0763950388058407,0.5810006287703913,
BRD:BRD-K92428153-001-04-4,MYCOPHENOLATE-MOFETIL,0.077277253610201,0.0686382654215017,0.5508298154523577,
BRD:BRD-K24593301-001-02-3,AZD3463,0.0771807756829134,0.0772525492457472,0.5818410326676307,
BRD:BRD-A16997652-001-02-3,PROTIRELIN,0.077059761632474,0.0704384082653458,0.5563213786840723,
BRD:BRD-K17518951-001-03-0,PENICILLAMINE-(D),0.0768993386418392,0.07949194582387,0.5828825719111529,
BRD:BRD-A12237696-001-04-2,L-CITRULLINE,0.0768704168361724,0.0756524414684211,0.5809618861554182,
BRD:BRD-K83551379-001-02-6,LEVODROPROPIZINE,0.0765689218794025,0.0748972875437241,0.5771598847987444,
BRD:BRD-K02950022-001-02-9,BMS-299897,0.0764284054918799,0.0725188052580523,0.5653749477846755,
BRD:BRD-K92984783-003-05-7,MELPERONE,0.0762878135781658,0.0722702727936505,0.565054506777588,
BRD:BRD-K00003447-001-01-9,REPOTRECTINIB,0.0760980497862667,0.0278884425003873,0.3766353958774418,
BRD:BRD-K88172511-003-20-3,NALTREXONE,0.0760729092022888,0.0816102028991831,0.5850980413738673,
BRD:BRD-K43192255-048-03-6,METHYLLYCACONITINE,0.0758837392637316,0.0745843416001796,0.576941589832669,
BRD:BRD-K45435259-003-11-1,SCH-23390,0.0758478294392857,0.0741964147073626,0.576159894791701,
BRD:BRD-K25204779-001-01-1,PRITELIVIR,0.0758342733260966,0.0742483012513186,0.576159894791701,
BRD:BRD-A12994259-001-02-1,POMALIDOMIDE,0.0757504591148784,0.0800267524550651,0.5829525793134237,
BRD:BRD-K66030860-001-03-6,SALIDROSIDE,0.0756086325185866,0.0764473456234776,0.5810006287703913,
BRD:BRD-A35667010-001-01-8,PROPYLHEXEDRINE,0.0755997267088809,0.0797820847658542,0.5829525793134237,
BRD:BRD-A91444184-300-01-9,BUCLIZINE,0.0754655808158761,0.0803196728687143,0.5829525793134237,
BRD:BRD-K00003160-003-01-9,BELOTECAN,0.0753384589266322,0.029008715697864,0.3829386750664828,
BRD:BRD-A09925278-003-05-6,ETILEFRINE,0.0753032050321051,0.0755107735749192,0.5805435686626009,
BRD:BRD-A19609491-001-01-8,ANA-12,0.0751746856854769,0.1035858706409945,0.6397724737734155,
BRD:BRD-K00005246-001-01-9,CK-101,0.0751736045510113,0.0292665705953683,0.3829386750664828,
BRD:BRD-K24689407-001-06-3,3-BROMO-7-NITROINDAZOLE,0.0750842399916452,0.0771654834115933,0.5818410326676307,
BRD:BRD-K21937671-001-10-0,LOXISTATIN-ACID,0.0750674647172039,0.0772317791271565,0.5818410326676307,
BRD:BRD-K10852020-001-04-5,TOLCAPONE,0.0750531558371806,0.0828522872862153,0.5883730999646709,
BRD:BRD-A65280694-003-13-7,MOLINDONE,0.0750447535173705,0.0778595782595497,0.5821861280941902,
BRD:BRD-A89337244-001-02-9,PD-102807,0.0750131553467413,0.0788004247832318,0.5821861280941902,
BRD:BRD-K94649603-001-10-6,TAXIFOLIN,0.0749733582206912,0.0789597587367158,0.5821861280941902,
BRD:BRD-K09443272-001-03-3,PHA-680632,0.0749562053519205,0.0779418038668982,0.5821861280941902,
BRD:BRD-K63151507-001-02-4,MNITMT,0.0748922458816058,0.0815119418036406,0.5850980413738673,
BRD:BRD-K39252998-003-01-5,ATIPAMEZOLE,0.0747747375982672,0.0819927132767332,0.5865527774373271,
BRD:BRD-A49906757-004-09-8,SCOPOLAMINE-N-OXIDE,0.0746938932117389,0.078450011888013,0.5821861280941902,
BRD:BRD-K87349682-347-03-8,NOREPINEPHRINE,0.0746024145490003,0.0876990859502614,0.5976463810203074,
BRD:BRD-A26711594-003-10-6,NICARDIPINE,0.0745951512176906,0.0783077298031517,0.5821861280941902,
BRD:BRD-K28595280-001-04-5,MEGLUMINE,0.0744754279282664,0.0801479294391941,0.5829525793134237,
BRD:BRD-K81672972-001-03-1,DINOPROST,0.0744259008648755,0.0854623531134457,0.5914026638996236,
BRD:BRD-K69215269-001-01-1,SOLCITINIB,0.0742033309082811,0.1081373729020571,0.6419918776734512,
BRD:BRD-K57754230-001-02-7,EPZ005687,0.0741690365009359,0.0800311195830467,0.5829525793134237,
BRD:BRD-K41933240-001-02-4,CURCUMOL,0.0741064950057047,0.108222410833307,0.6419918776734512,
BRD:BRD-K17555800-003-01-5,TALMAPIMOD,0.074103194517095,0.0808464030023928,0.5835851287590222,
BRD:BRD-A29281099-003-03-2,CLORPRENALINE,0.0738474145904763,0.0858677069728481,0.5917861417153445,
BRD:BRD-A92670106-003-05-4,TOCAINIDE,0.0737270918508451,0.0829588512580234,0.5883730999646709,
BRD:BRD-K98763141-001-30-8,NIFLUMIC-ACID,0.0735567121046304,0.0842371141178829,0.5909684439349087,
BRD:BRD-K26160755-003-02-6,RS-45041-190,0.0735068626218958,0.0836045996631496,0.5884137680309199,
BRD:BRD-K15766189-001-09-8,CEFDINIR,0.0734839056899191,0.0834220796585535,0.5883730999646709,
BRD:BRD-A19232309-001-08-6,PROPYLENE-GLYCOL,0.0733365858203889,0.0337828346421412,0.4097014809606125,
BRD:BRD-K61177364-003-02-9,NBI-27914,0.0732661420474618,0.0849063867349487,0.5909684439349087,
BRD:BRD-K88646909-004-16-2,ARECOLINE,0.0731856708950131,0.0855337725942624,0.5914026638996236,
BRD:BRD-K78959463-001-13-2,FPL-64176,0.0730928216306204,0.0873696374997056,0.5966581432279214,
BRD:BRD-K38913877-300-01-9,AZIMILIDE,0.0730136841883327,0.0857046325580046,0.5914026638996236,
BRD:BRD-K83837640-001-04-8,JNJ-26481585,0.0729221720917892,0.0919898271856234,0.6136956607233273,
BRD:BRD-K35240538-001-26-2,METHYLPREDNISOLONE,0.0728129159041709,0.0927858966397464,0.6157418902705477,
BRD:BRD-K33183200-303-02-4,IMETIT,0.0728016341056869,0.0866205502353446,0.5941657467372529,
BRD:BRD-A49447682-001-02-4,DESOXIMETASONE,0.0727598175998149,0.0873748407400455,0.5966581432279214,
BRD:BRD-A02710418-003-11-8,MEPTAZINOL,0.072581262676024,0.0890270910821403,0.6029932578076199,
BRD:BRD-K06883221-001-01-9,APRATASTAT,0.0725170852817223,0.0932003492454157,0.616826963495008,
BRD:BRD-A44936478-001-01-1,CEPHALOSPORIN-C-ZN,0.0724269130083323,0.0973717408344819,0.6316833205248237,
BRD:BRD-K81136890-003-01-6,LEUCYLLEUCINE-METHYL-ESTER,0.0723090485673521,0.0914193715557459,0.6115255386975242,
BRD:BRD-K22520627-001-01-7,DVD-111,0.0722717695434222,0.0904018202945739,0.609205788989143,
BRD:BRD-K86856088-001-06-9,UNC0638,0.0721878150335013,0.0947000169172687,0.6208588993622112,
BRD:BRD-K46384212-001-02-9,O-3M3FBS,0.0721323955433429,0.0913222263452774,0.6115255386975242,
BRD:BRD-K59325863-001-03-6,DELANZOMIB,0.0719328660191883,0.0996827161895112,0.6347014994452564,
BRD:BRD-K55675242-001-03-0,TORCETRAPIB,0.0718347555663816,0.094785872423132,0.6208588993622112,
BRD:BRD-K04032780-001-01-8,PD1-PDL-INHIBITOR-1,0.0717167678090912,0.1205086546998666,0.6623559935442108,
BRD:BRD-K88570498-001-01-9,YODA-1,0.0716678301555109,0.1207627723872781,0.6623559935442108,
BRD:BRD-K10799896-001-26-2,CLOBETASOL-PROPIONATE,0.0715081376318272,0.0923795672890088,0.6150631590102208,
BRD:BRD-K00003455-001-01-9,S-38093,0.071403522736867,0.039127358989481,0.4361922229258284,
BRD:BRD-K28343777-001-01-6,20-HYDROXYECDYSONE,0.0712873448390671,0.0948880705431961,0.6208588993622112,
BRD:BRD-K03294269-001-08-0.1,BRD:BRD-K03294269-001-08-0.1,0.071250883256844,0.0926748933633038,0.6157418902705477,
BRD:BRD-K03294269-001-08-0,NU-6027,0.071250883256844,0.0926748933633038,0.6157418902705477,
BRD:BRD-K81807412-001-10-6,N6-METHYLADENOSINE,0.0711823581738289,0.0978305419424238,0.6316833205248237,
BRD:BRD-K32892871-003-02-9,JHW-007,0.0709759207993663,0.0399610376465887,0.4390438756616963,
BRD:BRD-K45163704-001-01-5,MIDAFOTEL,0.0709368354058568,0.1041430512103379,0.639896168151426,
BRD:BRD-K00003494-001-01-9,ROSIPTOR,0.0707283490291154,0.0410237385042381,0.4470311799692597,
BRD:BRD-K57091285-001-07-7,DICYCLOHEXYLAMINE,0.0703733382305224,0.1276375758827614,0.6733842949504165,
BRD:BRD-A02006392-001-16-4,NITRENDIPINE,0.0702775962871989,0.0972312452444571,0.6316833205248237,
BRD:BRD-K98684188-001-02-9,GSK-0660,0.0701195383453267,0.1004387935005074,0.6353532371424342,
BRD:BRD-K98684188-001-02-9.1,BRD:BRD-K98684188-001-02-9.1,0.0701195383453267,0.1004387935005074,0.6353532371424342,
BRD:BRD-A07563059-035-01-3,BOPINDOLOL,0.0699916977046577,0.100750824133986,0.635828423776378,
BRD:BRD-K23005288-001-01-8,SP-420,0.069967142063953,0.1294464991184076,0.6766293345978206,
BRD:BRD-K14991967-001-02-6,GSK650394,0.0698785635440754,0.1016156863013659,0.6383479612295727,
BRD:BRD-A92826379-001-01-5,LUPANINE,0.0697299971845015,0.1004846738826949,0.6353532371424342,
BRD:BRD-K11742128-003-23-4,TRIPROLIDINE,0.0697264102876771,0.1014286383253842,0.6383479612295727,
BRD:BRD-K47936004-003-11-4,PIRIBEDIL,0.0696882202391927,0.1050972137829813,0.6419918776734512,
BRD:BRD-K35772771-001-02-1,CAMKII-IN-1,0.0696754194749409,0.1314679505549024,0.6823293746204185,
BRD:BRD-K15891719-001-05-1,TENOFOVIR,0.0696440162299021,0.1109635735613455,0.6433189335685595,
BRD:BRD-K91422571-001-01-8,TROMARIL,0.0696053579583517,0.1020247105520666,0.6383479612295727,
BRD:BRD-K00938507-001-17-8,SULFAMETHOXYPYRIDAZINE,0.069492574424757,0.1022709701516295,0.6383479612295727,
BRD:BRD-K05446112-001-01-8,LEDIPASVIR,0.0694910884113834,0.1025899317632859,0.6383479612295727,
BRD:BRD-K17500877-001-02-1,BROPIRIMINE,0.0694761296314806,0.1042383647142941,0.639896168151426,
BRD:BRD-A86044036-001-26-5,FLURBIPROFEN-(+/-),0.0694555793246001,0.1043411067926596,0.639896168151426,
BRD:BRD-K28405228-001-06-7,MECARBINATE,0.0694091165070901,0.1039398373316464,0.639896168151426,
BRD:BRD-K89053832-001-01-0,VLX600,0.0693933425045793,0.1021414754431001,0.6383479612295727,
BRD:BRD-K22356203-001-01-8,IDO5L,0.0693933422771438,0.10152401085326,0.6383479612295727,
BRD:BRD-A28318179-003-08-5,AMINOMETHYLTRANSFERASE,0.0693043312853652,0.103206044432594,0.6383479612295727,
BRD:BRD-K29220403-001-10-8,ESZOPICLONE,0.0692896747039012,0.1094099993411105,0.6419918776734512,
BRD:BRD-K15179879-001-03-2,CARFILZOMIB,0.0692082269944039,0.1098285156989786,0.6419918776734512,
BRD:BRD-K58262659-001-09-7,DOXIFLURIDINE,0.0691483639387205,0.1101369236623208,0.6426745291356107,
BRD:BRD-A87715314-003-14-4,PRONETHALOL,0.069075911221715,0.1059337867168378,0.6419918776734512,
BRD:BRD-A48237631-001-04-8,MITOMYCIN-C,0.0690501153521307,0.1063846896514435,0.6419918776734512,
BRD:BRD-K77175907-001-08-0,CALCIFEDIOL,0.0689961564142544,0.1099235116473016,0.6419918776734512,
BRD:BRD-A73709786-001-01-3,LB-100,0.0688720693843893,0.1092432793388327,0.6419918776734512,
BRD:BRD-K38477637-001-01-0,DROLOXIFENE,0.0688451463869314,0.1110390948186228,0.6433189335685595,
BRD:BRD-K66412701-066-01-6,PAZUFLOXACIN,0.0688224051981946,0.1043747729967631,0.639896168151426,
BRD:BRD-K60298136-001-03-3,ITE,0.068753980215004,0.1366603770093994,0.69048058947191,
BRD:BRD-M02075109-001-01-1,CHROMANOL-(+/-),0.068741787399614,0.1073159327724698,0.6419918776734512,
BRD:BRD-K62310379-001-10-5,FLUTICASONE-PROPIONATE,0.0686697686260542,0.1083303197332354,0.6419918776734512,
BRD:BRD-K45519571-001-01-8,RN-1747,0.0685967900973332,0.1080608235464739,0.6419918776734512,
BRD:BRD-K19171642-001-02-3,CP-91149,0.0685880046832992,0.1068264282469369,0.6419918776734512,
BRD:BRD-A53539450-004-01-7,NEO-GILURYTMAL,0.0685815039841832,0.1062260516305108,0.6419918776734512,
BRD:BRD-A08187463-001-12-9,RACECADOTRIL,0.0685627060174398,0.1131902790191348,0.6482364239925045,
BRD:BRD-K73789395-001-10-7,ZM-336372,0.0685584454205033,0.1089050650245948,0.6419918776734512,
BRD:BRD-K92872987-001-02-9,CEFPIRAMIDE,0.0685519683719397,0.1139261864959718,0.6496652159701698,
BRD:BRD-A07780951-065-10-0,METAPROTERENOL,0.068549502285098,0.1174040930167174,0.6576168013792411,
BRD:BRD-A67101513-001-03-7,HYGROMYCIN-B,0.0685285991436801,0.107131121010103,0.6419918776734512,
BRD:BRD-K76841105-001-04-7,TAZAROTENE,0.068494225653801,0.1092377145755817,0.6419918776734512,
BRD:BRD-A75479906-001-02-4,RIMANTADINE,0.0684832157983339,0.1060981844412391,0.6419918776734512,
BRD:BRD-K75956464-237-01-5,VCH-916,0.0683709361492619,0.107624185997666,0.6419918776734512,
BRD:BRD-A32269193-001-01-5,VGX-1027,0.0683281116313641,0.107527051727734,0.6419918776734512,
BRD:BRD-K80262108-001-07-0,AMIFAMPRIDINE,0.0682570632443913,0.1082128205063735,0.6419918776734512,
BRD:BRD-A66869276-001-02-9,DIFLORASONE-DIACETATE,0.0681435364838415,0.1078465610257463,0.6419918776734512,
BRD:BRD-K74990253-001-02-8,BW-373U86,0.0681202031565502,0.1079674909966987,0.6419918776734512,
BRD:BRD-K55344148-003-02-6,BU-224,0.0680717695773048,0.1091760732611559,0.6419918776734512,
BRD:BRD-K11071038-001-01-7,ICI-162846,0.0680465603227694,0.1162788696791566,0.6566452199523538,
BRD:BRD-K77791657-001-01-1,3-DEAZANEPLANOCIN-A,0.0680200290590497,0.1084878815638581,0.6419918776734512,
BRD:BRD-K53963539-004-02-0,VORTIOXETINE,0.0678302151648517,0.1171023118356155,0.6576168013792411,
BRD:BRD-A94624445-236-17-0,BUCLADESINE,0.0677215242335458,0.1201322353572658,0.6623559935442108,
BRD:BRD-K69632891-001-02-9,TRIBROMOETHANOL,0.0677104138508836,0.0500636317388155,0.4916278172817612,
BRD:BRD-A29426959-050-13-2,CARBINOXAMINE,0.0676967091265559,0.1117953711915591,0.6453331073356756,
BRD:BRD-K84971356-001-01-4,ETAFENONE,0.0676428632385497,0.1174313697337289,0.6576168013792411,
BRD:BRD-K87386013-001-01-7,DIROXIMEL-FUMARATE,0.0676365180240579,0.1171232976682301,0.6576168013792411,
BRD:BRD-K40992116-001-09-7,PARACHLOROPHENOL,0.0675564707666364,0.1185911885956211,0.6596315706545431,
BRD:BRD-K63516691-003-02-0,T-0156,0.0674674947457223,0.114002846995899,0.6496652159701698,
BRD:BRD-K86436199-003-01-3,LANDIOLOL,0.0674454126054113,0.1147845847786999,0.6526351541046833,
BRD:BRD-K76805682-001-15-9,SB-415286,0.0674006236805171,0.1130478257935422,0.6482364239925045,
BRD:BRD-K00003327-001-01-9,HYDROXYSAFFLOR-YELLOW-A,0.0671996670881172,0.0514036871168383,0.4967729372295421,
BRD:BRD-K36270037-001-01-7,ESCULIN,0.0670146761304811,0.1154601898769595,0.6547989303243584,
BRD:BRD-K50055394-001-03-6,HALOPEMIDE,0.0668945403192899,0.1212052174009966,0.6623559935442108,
BRD:BRD-K84924563-001-04-9,6-DIAZO-5-OXO-L-NOR-LEUCINE,0.0668456240296346,0.0535001180790705,0.5038243085862114,
BRD:BRD-K84924563-001-04-9.1,BRD:BRD-K84924563-001-04-9.1,0.0668456240296346,0.0535001180790705,0.5038243085862114,
BRD:BRD-A97437073-050-14-5,ROSIGLITAZONE,0.0668119474863443,0.1155763345937559,0.6548997750853,
BRD:BRD-K45071273-003-25-6,TETRACAINE,0.0666783258364855,0.1210280406350514,0.6623559935442108,
BRD:BRD-K97714174-001-01-3,P22077,0.0666206666524498,0.1159661640316075,0.6556398366878459,
BRD:BRD-K83597974-003-22-2,PARGYLINE,0.0666197590645207,0.1237980853480671,0.6670967251492773,
BRD:BRD-K07220430-001-19-2,CINNARAZINE,0.0666177187659255,0.1176361685855626,0.6576168013792411,
